example_id,start_language,target_language,source_code,reference_code,translated_code,inference_time,bleu_1,bleu_2,bleu_4,keyword_match,codebleu
2048,C++,Java,"#include <bits/stdc++.h> NEW_LINE using namespace std ; int min ( int x , int y ) { return ( x < y ) ? x : y ; } int calcAngle ( double h , double m ) { if ( h < 0 m < 0 h > 12 m > 60 ) printf ( "" Wrong ▁ input "" ) ; if ( h == 12 ) h = 0 ; if ( m == 60 ) { m = 0 ; h += 1 ; if ( h > 12 ) h = h - 12 ; } float hour_angle = 0.5 * ( h * 60 + m ) ; float minute_angle = 6 * m ; float angle = abs ( hour_angle - minute_angle ) ; angle = min ( 360 - angle , angle ) ; return angle ; } int main ( ) { cout << calcAngle ( 9 , 60 ) << endl ; cout << calcAngle ( 3 , 30 ) << endl ; return 0 ; }","import java . io . * ; class GFG { static int calcAngle ( double h , double m ) { if ( h < 0 m < 0 h > 12 m > 60 ) System . out . println ( "" Wrong ▁ input "" ) ; if ( h == 12 ) h = 0 ; if ( m == 60 ) { m = 0 ; h += 1 ; if ( h > 12 ) h = h - 12 ; } int hour_angle = ( int ) ( 0.5 * ( h * 60 + m ) ) ; int minute_angle = ( int ) ( 6 * m ) ; int angle = Math . abs ( hour_angle - minute_angle ) ; angle = Math . min ( 360 - angle , angle ) ; return angle ; } public static void main ( String [ ] args ) { System . out . println ( calcAngle ( 9 , 60 ) + "" ▁ degree "" ) ; System . out . println ( calcAngle ( 3 , 30 ) + "" ▁ degree "" ) ; } }","import java.lang.*; public class Main { public static void main(String[] args) { System.out.println(calcAngle(9, 60)); System.out.println(calcAngle(3, 30)); } static int min(int x, int y){ return (x<y)?x:y; } static double calcAngle(double h, double m) { if (h < 0 || m < 0 || h > 12 || m > 60) System.out.println(""Wrong input""); if (h == 12) h = 0; if (m == 60) { m = 0; h += 1; if(h>12) h-=12; } double hour_angle = 0.5 * (h*60 + m); double minute_angle = 6 * m; double angle = Math.abs(hour_angle - minute_angle); angle = min((360-angle), angle); return angle; } } ",6.125494003295898,0.7485011433836462,0.6616275265749725,0.5291125649724627,1.0,0.6703787954807239
13186,C++,Java,"#include <bits/stdc++.h> NEW_LINE using namespace std ; long long moduloMultiplication ( long long a , long long b , long long mod ) { a %= mod ; while ( b ) { if ( b & 1 ) res = ( res + a ) % mod ; a = ( 2 * a ) % mod ; } return res ; } int main ( ) { long long a = 426 ; long long b = 964 ; long long m = 235 ; cout << moduloMultiplication ( a , b , m ) ; return 0 ; }","class GFG { static long moduloMultiplication ( long a , long b , long mod ) { long res = 0 ; a %= mod ; while ( b > 0 ) { if ( ( b & 1 ) > 0 ) { res = ( res + a ) % mod ; } a = ( 2 * a ) % mod ; } return res ; } public static void main ( String [ ] args ) { long a = 10123465234878998L ; long b = 65746311545646431L ; long m = 10005412336548794L ; System . out . print ( moduloMultiplication ( a , b , m ) ) ; } }","import java.lang.*; public class Main { static long moduloMultiplication (long a , long b , long mod ){ a %= mod ; while(b > 0){ if((b & 1) == 1) res = (res + a) % mod; a = (2 * a) % mod; b >>= 1; } return res; <｜begin▁of▁sentence｜>",2.4886488914489746,0.5345258527115713,0.487432628365603,0.4319117621913808,0.8571428571428571,0.5594810906768237
2200,C++,Java,"#include <bits/stdc++.h> NEW_LINE using namespace std ; int findMaximum ( int arr [ ] , int low , int high ) { if ( low == high ) return arr [ low ] ; if ( ( high == low + 1 ) && arr [ low ] >= arr [ high ] ) return arr [ low ] ; if ( ( high == low + 1 ) && arr [ low ] < arr [ high ] ) return arr [ high ] ; int mid = ( low + high ) / 2 ; if ( arr [ mid ] > arr [ mid + 1 ] && arr [ mid ] > arr [ mid - 1 ] ) return arr [ mid ] ; if ( arr [ mid ] > arr [ mid + 1 ] && arr [ mid ] < arr [ mid - 1 ] ) return findMaximum ( arr , low , mid - 1 ) ; else return findMaximum ( arr , mid + 1 , high ) ; } int main ( ) { int arr [ ] = { 1 , 3 , 50 , 10 , 9 , 7 , 6 } ; int n = sizeof ( arr ) / sizeof ( arr [ 0 ] ) ; cout << "" The ▁ maximum ▁ element ▁ is ▁ "" << findMaximum ( arr , 0 , n - 1 ) ; return 0 ; }","class Main { static int findMaximum ( int arr [ ] , int low , int high ) { if ( low == high ) return arr [ low ] ; if ( ( high == low + 1 ) && arr [ low ] >= arr [ high ] ) return arr [ low ] ; if ( ( high == low + 1 ) && arr [ low ] < arr [ high ] ) return arr [ high ] ; int mid = ( low + high ) / 2 ; if ( arr [ mid ] > arr [ mid + 1 ] && arr [ mid ] > arr [ mid - 1 ] ) return arr [ mid ] ; if ( arr [ mid ] > arr [ mid + 1 ] && arr [ mid ] < arr [ mid - 1 ] ) return findMaximum ( arr , low , mid - 1 ) ; else return findMaximum ( arr , mid + 1 , high ) ; } public static void main ( String [ ] args ) { int arr [ ] = { 1 , 3 , 50 , 10 , 9 , 7 , 6 } ; int n = arr . length ; System . out . println ( "" The ▁ maximum ▁ element ▁ is ▁ "" + findMaximum ( arr , 0 , n - 1 ) ) ; } }","import java.util.*; public class Main { static int findMaximum (int arr[], int low, int high) { if(low == high) return arr[low]; if((high == low + 1) && arr[low] >= arr[high]) return arr[low]; if((high == low + 1) && arr[low] < arr[high]) return arr[high]; int mid = (low + high)/2; if(arr[mid] > arr[mid+1] && arr[mid] > arr[mid-1]) return arr[mid]; if(arr[mid] > arr[mid+1] && arr[mid] < arr[mid-1]) return findMaximum (arr, low, mid-1); else return findMaximum (arr, mid+1, high); } public static void main(String [] args) { int arr[] = new int[]{1, 3, 50, 10, 9, 7, 6}; int n = arr.length; System.out.println(""The maximum element is ""+ findMaximum(arr, 0, n-1)); } } ",11.365877866744995,0.8639640205397251,0.8315025580892977,0.7808084035791039,0.9473684210526316,0.8307764088211621
9260,C++,Java,#include <bits/stdc++.h> NEW_LINE using namespace std ; #define PI  3.14159265 NEW_LINE float length_rope ( float r ) { return ( ( 2 * PI * r ) + 6 * r ) ; } int main ( ) { float r = 7 ; cout << ceil ( length_rope ( r ) ) << endl ; return 0 ; },import java . lang . * ; class GFG { static double PI = 3.14159265 ; public static double length_rope ( double r ) { return ( ( 2 * PI * r ) + 6 * r ) ; } public static void main ( String [ ] args ) { double r = 7 ; System . out . println ( length_rope ( r ) ) ; } },import java.lang.Math; public class Main { static final double PI = 3.14159265; static double lengthRope(double r) { return (2 * PI * r) + (6 * r); } public static void main(String[] args) { double r = 7.0; System.out.println((int)Math.ceil(lengthRope(r))); } } ,4.533202886581421,0.802735757344101,0.7263376748283452,0.5993936088558637,0.8571428571428571,0.6767183833419617
13513,C++,Java,"#include <iostream> NEW_LINE using namespace std ; int gcd ( int a , int b ) { if ( a == 0 ) return b ; return gcd ( b % a , a ) ; } int phi ( unsigned int n ) { unsigned int result = 1 ; for ( int i = 2 ; i < n ; i ++ ) if ( gcd ( i , n ) == 1 ) result ++ ; return result ; } int main ( ) { int n ; for ( n = 1 ; n <= 10 ; n ++ ) cout << "" phi ( "" << n << "" ) ▁ = ▁ "" << phi ( n ) << endl ; return 0 ; }","import java . io . * ; class GFG { static int gcd ( int a , int b ) { if ( a == 0 ) return b ; return gcd ( b % a , a ) ; } static int phi ( int n ) { int result = 1 ; for ( int i = 2 ; i < n ; i ++ ) if ( gcd ( i , n ) == 1 ) result ++ ; return result ; } public static void main ( String [ ] args ) { int n ; for ( n = 1 ; n <= 10 ; n ++ ) System . out . println ( "" phi ( "" + n + "" ) ▁ = ▁ "" + phi ( n ) ) ; } }","import java.io.*; public class Main { static int gcd (int a, int b){ if(a == 0) return b; else return gcd (b % a, a); } static int phi (int n ){ int result = 1; for (int i=2; i<n; i++) if (gcd(i, n) == 1) result ++; return result; } public static void main () throws IOException { PrintWriter out = new PrintWriter(System.out, true); for (int n=1; n<=10; n++){ out.println(""phi ("" + n + "") = "" + phi(n)); } } } ",9.093327045440674,0.8165648043181202,0.753275703679551,0.6710302964377208,0.7999999999999999,0.7097212075064046
2000,C++,Java,"#include <bits/stdc++.h> NEW_LINE using namespace std ; int pow ( int a , int b ) { if ( b == 0 ) return 1 ; int answer = a ; int increment = a ; int i , j ; for ( i = 1 ; i < b ; i ++ ) { for ( j = 1 ; j < a ; j ++ ) { answer += increment ; } increment = answer ; } return answer ; } int main ( ) { cout << pow ( 5 , 3 ) ; return 0 ; }","import java . io . * ; class GFG { static int pow ( int a , int b ) { if ( b == 0 ) return 1 ; int answer = a ; int increment = a ; int i , j ; for ( i = 1 ; i < b ; i ++ ) { for ( j = 1 ; j < a ; j ++ ) { answer += increment ; } increment = answer ; } return answer ; } public static void main ( String [ ] args ) { System . out . println ( pow ( 5 , 3 ) ) ; } }","public class Main { static int pow (int a , int b ) { if (b == 0) return 1 ; int answer = a ; int increment = a ; for(int i = 1; i < b; i ++) { for(int j = 1; j < a; j ++) { answer+= increment ; } increment = answer; } return answer; } public static void main (String[] args) { System.out.println(pow(5,3)); } } ",3.652712821960449,0.797363827798824,0.770369801342137,0.7092437149882228,1.0,0.7964706004917559
1682,C++,Java,"#include <bits/stdc++.h> NEW_LINE using namespace std ; int equilibrium ( int arr [ ] , int n ) { int i , j ; int leftsum , rightsum ; for ( i = 0 ; i < n ; ++ i ) { leftsum = 0 ; rightsum = 0 ; for ( j = 0 ; j < i ; j ++ ) leftsum += arr [ j ] ; for ( j = i + 1 ; j < n ; j ++ ) rightsum += arr [ j ] ; if ( leftsum == rightsum ) return i ; } return -1 ; } int main ( ) { int arr [ ] = { -7 , 1 , 5 , 2 , -4 , 3 , 0 } ; int arr_size = sizeof ( arr ) / sizeof ( arr [ 0 ] ) ; cout << equilibrium ( arr , arr_size ) ; return 0 ; }","class EquilibriumIndex { int equilibrium ( int arr [ ] , int n ) { int i , j ; int leftsum , rightsum ; for ( i = 0 ; i < n ; ++ i ) { leftsum = 0 ; rightsum = 0 ; for ( j = 0 ; j < i ; j ++ ) leftsum += arr [ j ] ; for ( j = i + 1 ; j < n ; j ++ ) rightsum += arr [ j ] ; if ( leftsum == rightsum ) return i ; } return - 1 ; } public static void main ( String [ ] args ) { EquilibriumIndex equi = new EquilibriumIndex ( ) ; int arr [ ] = { - 7 , 1 , 5 , 2 , - 4 , 3 , 0 } ; int arr_size = arr . length ; System . out . println ( equi . equilibrium ( arr , arr_size ) ) ; } }","import java.util.*; public class Main { public static int equilibrium(int[] arr, int n){ for (int i = 0; i < n; ++i) { int leftsum = 0; int rightsum = 0; for(int j=0; j<i; j++) leftsum += arr[j]; for(int j=i+1; j<n; j++) rightsum += arr[j]; if (leftsum == rightsum) return i; } return -1; } public static void main(String[] args){ int arr[] = {-7, 1, 5, 2, -4, 3, 0}; int arr_size = arr.length; System.out.println(equilibrium(arr, arr_size)); } } ",5.616180896759033,0.7271971963946523,0.6661223409295013,0.5456971867730351,0.9473684210526316,0.666198557056914
13511,C++,Java,"#include <bits/stdc++.h> NEW_LINE using namespace std ; int modInverse ( int a , int m ) { int m0 = m ; int y = 0 , x = 1 ; if ( m == 1 ) return 0 ; while ( a > 1 ) { int q = a / m ; int t = m ; m = a % m , a = t ; t = y ; y = x - q * y ; x = t ; } if ( x < 0 ) x += m0 ; return x ; } int main ( ) { int a = 3 , m = 11 ; cout << "" Modular ▁ multiplicative ▁ inverse ▁ is ▁ "" << modInverse ( a , m ) ; return 0 ; }","class GFG { static int modInverse ( int a , int m ) { int m0 = m ; int y = 0 , x = 1 ; if ( m == 1 ) return 0 ; while ( a > 1 ) { int q = a / m ; int t = m ; m = a % m ; a = t ; t = y ; y = x - q * y ; x = t ; } if ( x < 0 ) x += m0 ; return x ; } public static void main ( String args [ ] ) { int a = 3 , m = 11 ; System . out . println ( "" Modular ▁ multiplicative ▁ "" + "" inverse ▁ is ▁ "" + modInverse ( a , m ) ) ; } }","import java.util.*; public class Main { static int modInverse(int a, int m) { int m0 = m; int y = 0, x = 1; if (m == 1) return 0; while (a > 1) { int q = a / m; int t = m; m = a % m; a = t; t = y; y = x - q * y; x = t; } if (x < 0) x += m0; return x; } public static void main(String[] args){ int a = 3, m = 11; System.out<｜begin▁of▁sentence｜>("" Modular multiplicative inverse is "" + modInverse(a, m)); } } ",6.5194408893585205,0.9182807865478785,0.8831250645727908,0.845611880672947,1.0,0.891928316471063
1994,C++,Java,"#include <bits/stdc++.h> NEW_LINE using namespace std ; #define bool  int NEW_LINE bool isLucky ( int n ) { static int counter = 2 ; int next_position = n ; if ( counter > n ) return 1 ; if ( n % counter == 0 ) return 0 ; next_position -= next_position / counter ; counter ++ ; return isLucky ( next_position ) ; } int main ( ) { int x = 5 ; if ( isLucky ( x ) ) cout << x << "" ▁ is ▁ a ▁ lucky ▁ no . "" ; else cout << x << "" ▁ is ▁ not ▁ a ▁ lucky ▁ no . "" ; }","import java . io . * ; class GFG { public static int counter = 2 ; static boolean isLucky ( int n ) { int next_position = n ; if ( counter > n ) return true ; if ( n % counter == 0 ) return false ; next_position -= next_position / counter ; counter ++ ; return isLucky ( next_position ) ; } public static void main ( String [ ] args ) { int x = 5 ; if ( isLucky ( x ) ) System . out . println ( x + "" ▁ is ▁ a ▁ lucky ▁ no . "" ) ; else System . out . println ( x + "" ▁ is ▁ not ▁ a ▁ lucky ▁ no . "" ) ; } }","public class Main { public static void main(String[] args) { int x = 5; if (isLucky(x)) System.out.println(x + "" is a lucky no.""); else System.out.println(x + "" is not a lucky no.""); } public static boolean isLucky(int n) { int counter = 2; int next_position = n; if (counter > n) return true; if (n % counter == 0) return false; next_position -= next_position / counter; counter++; return isLucky(next_position); } } ",5.811733961105347,0.762375294231083,0.7095805852715641,0.6333851103757576,1.0,0.7433695772630302
1824,C++,Java,"#include <bits/stdc++.h> NEW_LINE using namespace std ; void printMaxActivities ( int s [ ] , int f [ ] , int n ) { int i , j ; cout << "" Following ▁ activities ▁ are ▁ selected ▁ "" << endl ; i = 0 ; cout << "" ▁ "" << i ; for ( j = 1 ; j < n ; j ++ ) { if ( s [ j ] >= f [ i ] ) { cout << "" ▁ "" << j ; i = j ; } } } int main ( ) { int s [ ] = { 1 , 3 , 0 , 5 , 8 , 5 } ; int f [ ] = { 2 , 4 , 6 , 7 , 9 , 9 } ; int n = sizeof ( s ) / sizeof ( s [ 0 ] ) ; printMaxActivities ( s , f , n ) ; return 0 ; }","import java . util . * ; import java . lang . * ; import java . io . * ; class ActivitySelection { public static void printMaxActivities ( int s [ ] , int f [ ] , int n ) { int i , j ; System . out . print ( "" Following ▁ activities ▁ are ▁ selected ▁ : ▁ n "" ) ; i = 0 ; System . out . print ( i + "" ▁ "" ) ; for ( j = 1 ; j < n ; j ++ ) { if ( s [ j ] >= f [ i ] ) { System . out . print ( j + "" ▁ "" ) ; i = j ; } } } public static void main ( String [ ] args ) { int s [ ] = { 1 , 3 , 0 , 5 , 8 , 5 } ; int f [ ] = { 2 , 4 , 6 , 7 , 9 , 9 } ; int n = s . length ; printMaxActivities ( s , f , n ) ; } }","import java.util.*; public class Main { void printMaxActivities(int[] s, int[] f, int n) { System.out.println(""Following activities are selected""); int i = 0; System.out.print((i + 1)); for (int j = 1; j < n; j++) { if (s[j] >= f[i]) { System.out.print((j + 1)); i = j; } } } public static void main(String[] args){ int[] s={1,3,0,5,8,5}; int[] f={2,4,6,7,9,9}; int n = s.length; new Main().printMaxActivities(s,f,n); } } ",6.643022060394287,0.5468355395056811,0.4657691606929132,0.3525707719908421,0.9411764705882353,0.52915248157006
